2025-02-26 19:47:53,798: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_OPEN, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,006: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,021: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,027: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,037: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,058: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,063: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,073: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,094: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,099: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,104: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,109: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,114: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,120: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,120: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,125: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,125: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,125: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,130: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,146: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,151: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,156: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,161: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,167: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,167: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,177: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,182: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,198: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,218: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,239: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,244: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,265: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,280: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,286: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,291: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,311: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,321: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,332: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,342: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,363: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,383: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,393: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,399: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,409: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,430: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,445: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,456: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,466: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,466: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,477: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,507: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,512: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,523: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,533: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,544: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,549: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,559: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,564: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,575: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,575: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,601: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,606: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,611: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,621: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,632: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,642: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,658: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,678: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,683: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,694: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,709: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,724: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,725: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,730: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,740: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,740: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,745: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,750: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,755: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,761: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,766: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,771: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,776: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,781: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,786: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,802: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,807: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,807: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,828: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,833: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,843: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,858: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,869: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,879: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,889: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,900: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,910: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,956: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,966: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,987: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:54,997: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,013: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,023: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,064: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,079: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,100: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,126: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,141: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,162: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,177: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,182: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,208: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,208: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,208: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,208: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,214: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,219: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,230: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,240: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,245: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,261: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,266: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,271: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,281: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,282: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,282: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,282: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,287: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,303: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,308: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,313: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,324: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,355: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,365: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,375: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,381: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,386: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,396: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,406: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,412: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,422: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,432: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,432: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,443: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,458: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,458: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,464: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,469: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,474: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,479: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,484: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,489: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,495: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,500: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,505: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
2025-02-26 19:47:55,510: in-event <InotifyEvent: src_path=b'./wifi_log.txt', wd=1, mask=IN_MODIFY, cookie=0, name='wifi_log.txt'>
